市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称,バス停数
文京区,35.71559,139.721897,5305,文京区,目白台運動公園,None
豊島区,35.719879,139.711017,5306,西武バス（株）,目白警察前,2
豊島区,35.720034,139.711032,5307,都営バス,目白警察署前,2
豊島区,35.721565,139.706666,5308,西武バス（株）,目白駅前,5
豊島区,35.72089,139.708346,5311,都営バス,目白駅前〔川村学園〕,None
目黒区,35.627652,139.708302,5313,東急バス（株）,目黒不動尊,2
目黒区,35.634882,139.692761,5314,東急バス（株）,目黒中央中学校,2
目黒区,35.640891,139.699266,5316,東急バス（株）,目黒区総合庁舎前,2
目黒区,35.629518,139.699012,5317,東急バス（株）,目黒消防署,3
目黒区,35.638139,139.704332,5319,東急バス（株）,目黒警察署前,2
目黒区,35.627054,139.692248,5321,東急バス（株）,目黒郵便局,4
目黒区,35.63206,139.713518,5324,nan,目黒雅叙園,None
品川区,35.634629,139.715293,5325,東急バス（株）,目黒駅前,7
品川区,35.633843,139.71749,5335,東急バス（株）,目黒駅東口,1
板橋区,35.778859,139.68098,5336,国際興業（株）,相生橋,None
練馬区,35.748976,139.624312,5337,西武バス（株）,真宗会館前,1
文京区,35.707172,139.756798,5338,都営バス,真砂坂上,2
大田区,35.560169,139.69364,5340,東急バス（株）,矢口三丁目,1
大田区,35.563498,139.685381,5341,東急バス（株）,矢口中学校,1
大田区,35.563761,139.69659,5342,東急バス（株）,矢口小学校,2
大田区,35.564006,139.703798,5344,東急バス（株）,矢口東小学校前,4
大田区,35.563759,139.700819,5347,東急バス（株）,矢口渡,2
大田区,35.562059,139.69184,5348,東急バス（株）,矢口特別出張所入口,1
文京区,35.709176,139.735413,5349,都営バス,石切橋,2
墨田区,35.699664,139.797065,5351,都営バス,石原一丁目,2
墨田区,35.701034,139.804818,5353,都営バス,石原三丁目,1
墨田区,35.700505,139.800427,5355,都営バス,石原二丁目,2
墨田区,35.700166,139.80246,5356,京成バス（株）,石原二丁目南,1
墨田区,35.700846,139.806869,5357,都営バス,石原四丁目,2
江東区,35.680851,139.811475,5358,都営バス,石島,None
練馬区,35.741604,139.596157,5359,西武バス（株）,石神井中学校,2
練馬区,35.739284,139.60617,5361,練馬区,石神井公園,1
練馬区,35.743471,139.606411,5364,関東バス（株）,石神井公園駅,1
練馬区,35.750126,139.607764,5365,西武バス（株）,石神井公園駅北入口,None
練馬区,35.744174,139.606821,5366,西武バス（株）,石神井公園駅北口,1
練馬区,35.743628,139.606868,5368,西武バス（株）,石神井公園駅南口,2
練馬区,35.731544,139.580077,5370,練馬区,石神井台七丁目,2
練馬区,35.735758,139.575703,5371,練馬区,石神井台八丁目交差点西,2
練馬区,35.731818,139.586832,5372,練馬区,石神井台四丁目,2
練馬区,35.740404,139.592526,5373,西武バス（株）,石神井団地入口,2
練馬区,35.736607,139.60194,5375,練馬区,石神井小学校東,1
練馬区,35.750298,139.601352,5376,西武バス（株）,石神井幼稚園入口,1
練馬区,35.743715,139.602876,5377,西武バス（株）,石神井庁舎前,2
練馬区,35.729449,139.598236,5378,練馬区,石神井消防署前,2
練馬区,35.730789,139.590349,5379,練馬区,石神井清掃事務所,2
練馬区,35.740693,139.597159,5380,西武バス（株）,石神井町六丁目,2
練馬区,35.742517,139.598891,5381,西武バス（株）,石神井警察署,2
練馬区,35.740877,139.594053,5382,西武バス（株）,石神井郵便局,2
練馬区,35.731279,139.570984,5384,西武バス（株）,石神井高校前,2
練馬区,35.731525,139.569816,5385,練馬区,石神井高校北,2
練馬区,35.73007,139.572378,5386,練馬区,石神井高校東,2
渋谷区,35.641829,139.709736,5387,東急バス（株）,研究所裏,2
世田谷区,35.632303,139.601399,5388,小田急バス（株）,砧中学校下,2
世田谷区,35.62967,139.625881,5392,東急バス（株）,砧公園緑地入口,2
世田谷区,35.620171,139.613915,5393,東急バス（株）,砧南中学校前,2
世田谷区,35.642191,139.604184,5396,小田急バス（株）,砧図書館,1
世田谷区,35.618664,139.608821,5397,東急バス（株）,砧本村,1
世田谷区,35.623933,139.595288,5398,小田急バス（株）,砧浄水場前,2
世田谷区,35.636067,139.618874,5400,東急バス（株）,砧町,2
世田谷区,35.640105,139.619731,5402,東急バス（株）,砧町東,2
世田谷区,35.641226,139.600298,5403,小田急バス（株）,砧総合支所〔成城学園前駅入口〕,None
目黒区,35.619006,139.685068,5404,東急バス（株）,碑文谷三丁目,1
目黒区,35.621245,139.688823,5405,東急バス（株）,碑文谷二丁目,2
目黒区,35.623014,139.684937,5406,東急バス（株）,碑文谷五丁目交番,2
目黒区,35.617107,139.686876,5407,東急バス（株）,碑文谷八幡前,1
目黒区,35.626897,139.674627,5408,東急バス（株）,碑文谷呑川,2
目黒区,35.620979,139.681345,5409,東急バス（株）,碑文谷警察署,2
葛飾区,35.754954,139.818809,5410,葛飾区,磯川木材店,None
墨田区,35.71875,139.829805,5411,京成バス（株）,社会福祉会館前,2
目黒区,35.636263,139.694616,5413,東急バス（株）,祐天寺〔東急バス〕,None
目黒区,35.635381,139.698128,5415,東急バス（株）,祐天寺裏,2
目黒区,35.637724,139.691457,5416,東急バス（株）,祐天寺駅〔東急バス〕,None
世田谷区,35.642304,139.609195,5417,東急バス（株）,祖師ヶ谷大蔵駅,2
世田谷区,35.646976,139.608447,5420,小田急バス（株）,祖師谷まちづくりセンター,1
世田谷区,35.653485,139.606369,5421,小田急バス（株）,祖師谷五丁目北,1
世田谷区,35.651065,139.608397,5422,小田急バス（株）,祖師谷五丁目南,1
世田谷区,35.652327,139.603641,5423,小田急バス（株）,祖師谷六丁目三叉路,1
世田谷区,35.645399,139.608608,5424,小田急バス（株）,祖師谷商店街,1
世田谷区,35.643002,139.606052,5425,小田急バス（株）,祖師谷商店街西,1
世田谷区,35.653563,139.59624,5426,小田急バス（株）,祖師谷国際交流会館,2
中央区,35.669141,139.770084,5428,中央区,祝橋,None
中央区,35.668871,139.769596,5429,中央区,祝橋南,1
千代田区,35.694904,139.758465,5430,都営バス,神保町,2
千代田区,35.697057,139.757774,5431,都営バス,神保町二丁目,2
千代田区,35.696942,139.757828,5432,千代田区,神保町交差点北,1
千代田区,35.694807,139.75819,5433,千代田区,神保町交番前,1
渋谷区,35.661758,139.699618,5434,京王バス,神南一丁目〔京王バス〕,None
渋谷区,35.662723,139.700901,5437,都営バス,神南一丁目〔都営バス〕,None
渋谷区,35.66186,139.700679,5438,渋谷区,神南郵便局,1
世田谷区,35.622032,139.639704,5440,東急バス（株）,神学院前,2
渋谷区,35.671188,139.707341,5441,都営バス,神宮前一丁目,2
渋谷区,35.67189,139.712571,5443,渋谷区,神宮前三丁目,2
渋谷区,35.674799,139.710957,5444,渋谷区,神宮前二丁目,2
渋谷区,35.665732,139.703446,5446,都営バス,神宮前六丁目,2
渋谷区,35.668049,139.706767,5448,渋谷区,神宮前小学校〔神宮前交番〕,None
渋谷区,35.664834,139.693046,5449,都営バス,神山,None
足立区,35.792923,139.830771,5450,東武バス,神明一丁目,2
足立区,35.793872,139.834463,5451,朝日バス,神明二丁目,2
足立区,35.788371,139.827734,5453,東武バス,神明南町,2
足立区,35.792896,139.828384,5454,東武バス,神明町,2
足立区,35.787865,139.833456,5455,朝日バス,神明障害福祉施設前,None
千代田区,35.692448,139.768267,5456,千代田区,神田公園出張所,1
千代田区,35.693734,139.773023,5457,都営バス,神田富山町,1
文京区,35.701179,139.766727,5458,都営バス,神田明神前,1
千代田区,35.688462,139.764255,5459,都営バス,神田橋,None
千代田区,35.701133,139.774326,5460,千代田区,神田練塀町,1
千代田区,35.692467,139.765692,5461,千代田区,神田美土代町,1
千代田区,35.692871,139.762064,5462,都営バス,神田錦町,2
千代田区,35.692868,139.762162,5464,千代田区,神田錦町三丁目,1
千代田区,35.691801,139.771532,5465,都営バス,神田駅前,2
千代田区,35.700712,139.760695,5466,千代田区,神田駿河台二丁目,1
北区,35.768729,139.731002,5467,都営バス,神谷一丁目,2
港区,35.662531,139.744803,5469,港区,神谷町駅前,3
北区,35.770792,139.733986,5473,都営バス,神谷陸橋,2
練馬区,35.737897,139.605535,5475,関東バス（株）,禅定院前,2
江東区,35.672767,139.829445,5478,都営バス,福島橋,None
江東区,35.674306,139.829494,5479,都営バス,福島橋南詰,2
江東区,35.704357,139.825923,5480,都営バス,福神橋,2
千代田区,35.698848,139.774039,5481,高速バス,秋葉原駅前,2
大田区,35.575291,139.711636,5492,東急バス（株）,税務署前,2
中野区,35.727238,139.626529,5494,関東バス（株）,稔ヶ丘高校,2
練馬区,35.750238,139.604548,5495,西武バス（株）,稲荷前,2
板橋区,35.762636,139.710048,5496,都営バス,稲荷台,2
大田区,35.595511,139.700989,5499,東急バス（株）,稲荷坂,2
世田谷区,35.633091,139.61876,5501,東急バス（株）,稲荷橋,None
江戸川区,35.669501,139.862155,5502,都営バス,稲荷神社前,None
大田区,35.564117,139.690258,5505,東急バス（株）,稲葉製作所前,1
大田区,35.550786,139.750975,5506,京成バス（株）,穴守橋,1
大田区,35.551384,139.747512,5507,京成バス（株）,穴守稲荷,2
大田区,35.544453,139.762301,5509,京成バス（株）,空港二丁目交差点,2
大田区,35.547251,139.750503,5511,京成バス（株）,空港入口,2
大田区,35.555007,139.783531,5512,京成バス（株）,空港警察署前,1
文京区,35.718483,139.735988,5513,都営バス,窪町小学校,2
品川区,35.597939,139.737714,5515,京成バス（株）,立会川,2
墨田区,35.691594,139.805651,5516,都営バス,立川,2
豊島区,35.728864,139.702212,5517,国際興業（株）,立教大学,2
大田区,35.589216,139.707922,5518,東急バス（株）,立正大学付属立正中高前,2
葛飾区,35.739119,139.849943,5519,京成バス（株）,立石七丁目,2
葛飾区,35.738053,139.850233,5520,京成バス（株）,立石駅入口,2
墨田区,35.705924,139.826425,5521,都営バス,立花一丁目,2
墨田区,35.710664,139.832037,5522,京成バス（株）,立花四丁目,1
墨田区,35.708376,139.83636,5523,京成バス（株）,立花大正民家園入口,1
練馬区,35.723721,139.591451,5524,西武バス（株）,立野橋,2
練馬区,35.71401,139.58297,5527,西武バス（株）,立野町,2
文京区,35.708154,139.763823,5528,都営バス,竜岡門,2
台東区,35.724319,139.791217,5529,都営バス,竜泉,None
台東区,35.724684,139.789786,5531,台東区,竜泉一丁目,None
台東区,35.726297,139.795642,5532,台東区,竜泉三丁目,None
江東区,35.695107,139.834047,5533,都営バス,竪川大橋北詰,2
世田谷区,35.637601,139.635261,5534,東急バス（株）,競走馬総合研究所,2
足立区,35.792211,139.794309,5535,東武バス,竹の塚一丁目,2
足立区,35.799409,139.794624,5536,東武バス,竹の塚七丁目,2
足立区,35.804921,139.798576,5537,東武バス,竹の塚中学校東,2
足立区,35.795443,139.794506,5539,東武バス,竹の塚六丁目,2
足立区,35.794528,139.797823,5540,東武バス,竹の塚四丁目,2
足立区,35.801426,139.789579,5541,東武バス,竹の塚車庫,4
足立区,35.794739,139.787954,5544,東武バス,竹の塚駅入口,2
足立区,35.793561,139.792453,5545,都営バス,竹の塚駅前,2
足立区,35.79456,139.791694,5546,東武バス,竹の塚駅東口,5
足立区,35.793755,139.790056,5551,東武バス,竹の塚駅西口,2
港区,35.65475,139.761803,5553,都営バス,竹芝桟橋入口,1
港区,35.644421,139.753261,5555,港区,竹芝橋,2
世田谷区,35.644929,139.61652,5556,東急バス（株）,笠森稲荷前,2
品川区,35.616682,139.735554,5558,東急バス（株）,第一三共前,2
文京区,35.717501,139.739282,5559,文京区,第一中学校,1
足立区,35.781633,139.783526,5560,東武バス,第一団地,2
江戸川区,35.70438,139.903566,5563,京成バス（株）,第一広場,1
千代田区,35.675997,139.76036,5564,日の丸自動車興業,第一生命,None
足立区,35.773366,139.786792,5565,日立自動車交通,第七中学校,2
江東区,35.678417,139.84381,5566,都営バス,第七砂町小学校前,2
江戸川区,35.658951,139.858886,5568,都営バス,第七葛西小学校前,2
足立区,35.786187,139.780981,5570,国際興業（株）,第三団地入口,2
足立区,35.788163,139.783682,5572,国際興業（株）,第三団地東,2
江東区,35.660462,139.791822,5573,都営バス,第二公園,1
足立区,35.782521,139.780626,5574,東武バス,第二団地,None
足立区,35.783471,139.779167,5575,東武バス,第二団地西通り,2
江戸川区,35.659832,139.877329,5576,都営バス,第二葛西小学校入口,1
江戸川区,35.661528,139.878617,5577,都営バス,第二葛西小学校前,1
江東区,35.648891,139.809396,5578,江東区,第二辰巳小学校前,1
練馬区,35.742628,139.58691,5579,西武バス（株）,第五上石神井住宅,2
足立区,35.77828,139.775388,5581,都営バス,第五中学校裏,2
江東区,35.688561,139.844883,5585,都営バス,第五大島小学校前,2
足立区,35.798428,139.81228,5587,東武バス,第五都営住宅,2
板橋区,35.746561,139.700182,5588,国際興業（株）,第六小学校,2
江戸川区,35.667178,139.865616,5590,都営バス,第六葛西小学校前,2
足立区,35.770324,139.81433,5591,日立自動車交通,第十一中学校,2
足立区,35.771659,139.802457,5592,東武バス,第四中学校北,2
大田区,35.563737,139.743269,5593,京成バス（株）,第四小学校,2
江戸川区,35.659601,139.869595,5594,都営バス,第四葛西小学校前,2
足立区,35.790008,139.810436,5595,東武バス,第四都営住宅,2
大田区,35.59976,139.68769,5596,東急バス（株）,笹丸,2
世田谷区,35.644805,139.623226,5597,東急バス（株）,笹原小学校,None
渋谷区,35.679626,139.66983,5599,京王バス,笹塚こども図書館,2
渋谷区,35.675021,139.663564,5601,京王バス,笹塚三丁目,1
渋谷区,35.677311,139.669922,5603,京王バス,笹塚中学,4
渋谷区,35.673377,139.664348,5606,京王バス,笹塚二丁目,2
渋谷区,35.674567,139.667165,5611,小田急バス（株）,笹塚駅,2
板橋区,35.793581,139.64355,5616,国際興業（株）,笹目橋,2
世田谷区,35.609594,139.647486,5617,東急バス（株）,等々力,2
世田谷区,35.613759,139.659993,5622,東急バス（株）,等々力七丁目,5
世田谷区,35.603853,139.647614,5626,東急バス（株）,等々力不動尊,1
世田谷区,35.606716,139.657284,5627,東急バス（株）,等々力五丁目,1
世田谷区,35.608206,139.647164,5628,東急バス（株）,等々力商店街,1
世田谷区,35.609019,139.649577,5629,東急バス（株）,等々力四丁目,2
世田谷区,35.614007,139.654644,5631,東急バス（株）,等々力小学校前,2
世田谷区,35.609592,139.64587,5634,東急バス（株）,等々力操車所,1
世田谷区,35.608304,139.650518,5636,東急バス（株）,等々力通り中央,1
世田谷区,35.605046,139.648089,5637,東急バス（株）,等々力駅入口,2
中央区,35.680199,139.785241,5638,中央区,箱崎湊橋通り,1
中央区,35.681214,139.788152,5639,中央区,箱崎町［古樹軒前］,None
中央区,35.667891,139.769319,5640,都営バス,築地,None
中央区,35.665443,139.776186,5641,中央区,築地七丁目,2
中央区,35.667026,139.770311,5643,都営バス,築地三丁目,2
中央区,35.669791,139.772548,5644,都営バス,築地二丁目,2
中央区,35.663185,139.76522,5645,都営バス,築地五丁目,1
中央区,35.664211,139.773164,5646,都営バス,築地六丁目,2
中央区,35.666105,139.769821,5647,中央区,築地場外市場前,1
中央区,35.666541,139.773461,5648,中央区,築地本願寺,1
中央区,35.666605,139.768437,5649,中央区,築地社会教育会館,1
中央区,35.668024,139.770606,5650,都営バス,築地駅前,1
江戸川区,35.703335,139.900543,5651,京成バス（株）,篠崎七丁目,2
江戸川区,35.707061,139.908684,5652,京成バス（株）,篠崎二丁目,2
江戸川区,35.709152,139.906846,5654,京成バス（株）,篠崎町一丁目,2
江戸川区,35.70305,139.901875,5655,都営バス,篠崎町七丁目,2
江戸川区,35.705942,139.903935,5656,都営バス,篠崎駅前,1
大田区,35.550003,139.728763,5658,京成バス（株）,簡野学園,2
世田谷区,35.658123,139.611997,5659,小田急バス（株）,粕谷一丁目,1
世田谷区,35.65943,139.608815,5660,小田急バス（株）,粕谷三丁目,2
世田谷区,35.663009,139.603128,5661,小田急バス（株）,粕谷区民センター入口,2
世田谷区,35.665163,139.60484,5662,京王バス,粕谷町,2
大田区,35.554826,139.728418,5663,京成バス（株）,糀谷駅,2
大田区,35.553599,139.730241,5664,京成バス（株）,糀谷駅前商店街,2
板橋区,35.779558,139.657851,5665,国際興業（株）,紅梅小学校,2
中野区,35.702592,139.671143,5666,関東バス（株）,紅葉山公園下,4
江戸川区,35.652754,139.859757,5669,都営バス,紅葉川高校前,2
北区,35.753271,139.731464,5671,国際興業（株）,紅葉橋,2
北区,35.752647,139.730377,5673,国際興業（株）,紅葉橋南,2
新宿区,35.697995,139.734066,5674,都営バス,納戸町,2
葛飾区,35.74053,139.871157,5675,京成バス（株）,細田三丁目,2
葛飾区,35.740935,139.875056,5676,京成バス（株）,細田四丁目,2
葛飾区,35.740241,139.869375,5677,京成バス（株）,細田踏切,2
千代田区,35.688329,139.76342,5678,日の丸自動車興業,経団連会館・ＪＡビル,None
世田谷区,35.656858,139.631576,5679,京王バス,経堂小学校前,2
世田谷区,35.65682,139.635016,5680,京王バス,経堂赤堤通り団地,2
世田谷区,35.651693,139.636396,5681,京王バス,経堂駅,1
世田谷区,35.652272,139.638348,5682,小田急バス（株）,経堂駅入口,2
千代田区,35.671389,139.752682,5683,東急バス（株）,経済産業省前,2
世田谷区,35.667456,139.594231,5685,京王バス,給田,2
世田谷区,35.66495,139.596205,5687,京王バス,給田二丁目,2
世田谷区,35.672314,139.584525,5688,関東バス（株）,給田境,2
世田谷区,35.666216,139.591352,5689,京王バス,給田郵便局,2
足立区,35.773101,139.825367,5690,東武バス,綾瀬七丁目,2
足立区,35.766208,139.825474,5692,東武バス,綾瀬三丁目,2
足立区,35.758646,139.828795,5694,葛飾区,綾瀬二丁目,2
足立区,35.766231,139.823967,5695,東武バス,綾瀬五丁目,2
足立区,35.76911,139.829417,5697,日立自動車交通,綾瀬六丁目〔はるかぜ〕,None
足立区,35.769579,139.824649,5698,東武バス,綾瀬六丁目〔東武バス〕,None
足立区,35.765617,139.821961,5700,日立自動車交通,綾瀬四丁目,2
足立区,35.763377,139.830278,5701,日立自動車交通,綾瀬小学校東,1
足立区,35.76822,139.823151,5702,日立自動車交通,綾瀬病院入口,2
足立区,35.777593,139.831441,5703,東武バス,綾瀬警察署前,1
足立区,35.76209,139.824024,5705,東武バス,綾瀬駅,4
足立区,35.762491,139.825535,5714,日立自動車交通,綾瀬駅東口,None
江戸川区,35.650677,139.872442,5718,京成バス（株）,総合レクリエーション公園前,2
中野区,35.728038,139.664682,5720,関東バス（株）,総合東京病院,2
中野区,35.727753,139.663336,5721,関東バス（株）,総合東京病院〔下徳田橋〕,None
目黒区,35.608652,139.678164,5722,東急バス（株）,緑が丘交番前,2
世田谷区,35.605951,139.678327,5723,東急バス（株）,緑が丘駅,None
墨田区,35.711291,139.823992,5724,京成バス（株）,緑と花の学習園／香取神社入口,None
墨田区,35.694491,139.798504,5725,都営バス,緑一丁目,4
墨田区,35.695374,139.805362,5728,都営バス,緑三丁目,4
墨田区,35.694927,139.802116,5731,都営バス,緑二丁目,2
足立区,35.747931,139.794416,5733,足立区,緑町墨堤通り,1
中野区,35.723064,139.658471,5734,関東バス（株）,緑野小学校,2
練馬区,35.739448,139.649068,5735,西武バス（株）,練馬一丁目,2
練馬区,35.743963,139.634879,5737,西武バス（株）,練馬中学校,2
練馬区,35.760979,139.633614,5738,練馬区,練馬光が丘病院,1
練馬区,35.763612,139.666161,5741,練馬区,練馬北町車庫,4
練馬区,35.736774,139.649451,5744,京王バス,練馬区役所,2
練馬区,35.737135,139.651844,5746,国際興業（株）,練馬区役所入口,2
練馬区,35.735928,139.655067,5749,関東バス（株）,練馬区役所東,1
練馬区,35.736869,139.576316,5750,練馬区,練馬南大泉一郵便局,2
練馬区,35.753108,139.635981,5751,練馬区,練馬小学校,2
練馬区,35.751752,139.653924,5752,練馬区,練馬工業高校入口,2
練馬区,35.756117,139.656591,5753,国際興業（株）,練馬工業高校裏,2
練馬区,35.750717,139.639795,5754,西武バス（株）,練馬春日町駅,2
練馬区,35.752117,139.638104,5756,国際興業（株）,練馬春日町駅〔春日町図書館〕,None
練馬区,35.75114,139.641269,5757,練馬区,練馬春日町駅東,2
練馬区,35.748057,139.622277,5758,西武バス（株）,練馬総合体育館,2
練馬区,35.732886,139.676471,5759,国際興業（株）,練馬総合病院入口,2
練馬区,35.744896,139.65331,5761,練馬区,練馬総合運動場,2
練馬区,35.738548,139.664965,5762,都営バス,練馬車庫前,2
練馬区,35.746486,139.62526,5764,西武バス（株）,練馬青果市場前,1
練馬区,35.738261,139.65371,5765,西武バス（株）,練馬駅,2
練馬区,35.735838,139.652213,5768,関越交通（株）,練馬駅〔練馬区役所前〕,None
練馬区,35.738158,139.653941,5772,関東バス（株）,練馬駅前,1
練馬区,35.737093,139.653399,5781,西武バス（株）,練馬駅前通り〔西武バス〕,None
練馬区,35.756672,139.636693,5782,西武バス（株）,練馬高校,2
練馬区,35.740959,139.616553,5783,西武バス（株）,練馬高野台駅,1
千代田区,35.696134,139.779902,5785,千代田区,美倉橋南,1
世田谷区,35.632467,139.623613,5786,東急バス（株）,美術館,2
世田谷区,35.632366,139.624873,5788,東急バス（株）,美術館入口,2
練馬区,35.741656,139.669233,5789,都営バス,羽沢,2
練馬区,35.741549,139.669484,5790,国際興業（株）,羽沢〔新桜台駅〕,None
練馬区,35.749162,139.670739,5792,練馬区,羽沢三丁目,None
大田区,35.547378,139.725174,5793,京成バス（株）,羽田上田,2
大田区,35.549078,139.742445,5794,京成バス（株）,羽田特別出張所,4
大田区,35.546103,139.757914,5796,京成バス（株）,羽田空港二丁目,2
大田区,35.547811,139.785275,5797,高速バス,羽田空港第１ターミナル,2
大田区,35.550939,139.787981,5805,京成バス（株）,羽田空港第２ターミナル,1
大田区,35.544017,139.768047,5813,京成バス（株）,羽田空港第３ターミナル,1
大田区,35.551614,139.745935,5817,京成バス（株）,羽田車庫,2
葛飾区,35.754592,139.85563,5819,京成バス（株）,老健青戸こはるびの里,2
世田谷区,35.626787,139.618526,5820,東急バス（株）,聖ドミニコ学園,None
足立区,35.801686,139.783295,5821,東武バス,聖一之橋,2
足立区,35.805082,139.783327,5823,東武バス,聖二之橋,2
文京区,35.70044,139.765515,5824,文京区,聖橋,2
新宿区,35.720074,139.694703,5825,関東バス（株）,聖母病院,2
豊島区,35.721938,139.695031,5826,西武バス（株）,聖母病院入口,2
中央区,35.667212,139.777787,5828,中央区,聖路加国際病院,1
中央区,35.666952,139.777673,5829,都営バス,聖路加病院前,2
江戸川区,35.65367,139.855673,5830,都営バス,臨海町一丁目,2
江戸川区,35.648641,139.861753,5831,都営バス,臨海町三丁目,3
江戸川区,35.65313,139.860806,5834,都営バス,臨海町二丁目団地前,2
江戸川区,35.644793,139.869189,5836,都営バス,臨海町五丁目,2
江戸川区,35.646965,139.86625,5837,都営バス,臨海町四丁目,2
江戸川区,35.650847,139.861428,5839,都営バス,臨海第一保育園前,1
江戸川区,35.646976,139.858932,5840,都営バス,臨海車庫,1
江戸川区,35.64738,139.858981,5841,都営バス,臨海車庫前,2
目黒区,35.634911,139.701515,5843,東急バス（株）,自然園下,2
目黒区,35.607874,139.668583,5844,東急バス（株）,自由が丘駅,1
目黒区,35.6083,139.667055,5845,東急バス（株）,自由が丘駅入口,3
江戸川区,35.694529,139.851061,5847,都営バス,自由の広場前,1
目黒区,35.611898,139.666749,5848,東急バス（株）,自由ヶ丘学園,2
世田谷区,35.642974,139.680411,5849,東急バス（株）,自衛隊中央病院入口,2
練馬区,35.765018,139.661027,5850,国際興業（株）,自衛隊前,None
大田区,35.585807,139.715645,5851,東急バス（株）,臼田坂上,2
大田区,35.582395,139.716979,5852,東急バス（株）,臼田坂下,2
江戸川区,35.724264,139.876191,5853,江戸川区,興宮町北,None
江戸川区,35.722355,139.877361,5854,江戸川区,興宮町南,None
足立区,35.767654,139.780444,5855,東武バス,興本センター前,2
足立区,35.772376,139.774617,5856,日立自動車交通,興本扇学園,2
足立区,35.77188,139.78114,5857,東武バス,興野公団住宅,2
足立区,35.807556,139.753839,5858,国際興業（株）,舎人一号公園,2
足立区,35.810549,139.767186,5859,東武バス,舎人五丁目,2
足立区,35.794343,139.769964,5860,都営バス,舎人公園前,2
足立区,35.795778,139.774651,5861,国際興業（株）,舎人公園東,2
足立区,35.795869,139.768696,5862,国際興業（株）,舎人公園駅,3
足立区,35.813194,139.762994,5864,国際興業（株）,舎人団地,1
足立区,35.810575,139.764344,5865,東武バス,舎人団地南,2
足立区,35.812786,139.763627,5866,国際興業（株）,舎人団地東,2
足立区,35.808771,139.770971,5867,東武バス,舎人町,2
足立区,35.805198,139.768921,5869,国際興業（株）,舎人駅,1
板橋区,35.792404,139.691538,5870,国際興業（株）,舟渡一丁目,2
板橋区,35.79355,139.674969,5872,国際興業（株）,舟渡四丁目,2
板橋区,35.793828,139.681794,5874,国際興業（株）,舟渡小学校,2
板橋区,35.79378,139.671429,5876,国際興業（株）,舟渡水辺公園,2
板橋区,35.793587,139.686843,5878,国際興業（株）,舟渡町,4
江戸川区,35.682023,139.867142,5881,都営バス,船堀スポーツ公園前,2
江戸川区,35.68536,139.864392,5882,都営バス,船堀一丁目,1
江戸川区,35.676869,139.869615,5883,都営バス,船堀七丁目,2
江戸川区,35.680381,139.866408,5884,都営バス,船堀三丁目,2
江戸川区,35.680305,139.864711,5885,都営バス,船堀中組,2
江戸川区,35.681948,139.862916,5886,都営バス,船堀小学校前,2
江戸川区,35.683427,139.86425,5888,都営バス,船堀駅前,6
世田谷区,35.658824,139.624219,5893,京王バス,船橋６丁目,None
世田谷区,35.656835,139.618746,5894,京王バス,船橋７丁目,None
世田谷区,35.653662,139.621893,5895,小田急バス（株）,船橋まちづくりセンター,2
世田谷区,35.656465,139.623161,5896,小田急バス（株）,船橋交番,2
世田谷区,35.657356,139.623549,5897,京王バス,船橋交番北,2
世田谷区,35.651906,139.620484,5898,小田急バス（株）,船橋地区会館,2
世田谷区,35.653757,139.616092,5899,小田急バス（株）,船橋小学校前,1
世田谷区,35.65642,139.619161,5900,京王バス,船橋希望中学校前,2
世田谷区,35.6566,139.618722,5901,小田急バス（株）,船橋希望中学校北,1
港区,35.650731,139.753933,5902,港区,芝一丁目,2
港区,35.651023,139.747352,5903,港区,芝三丁目,2
港区,35.652839,139.74694,5904,港区,芝三丁目北,1
港区,35.650238,139.746618,5905,港区,芝三丁目南,1
港区,35.651265,139.745079,5906,港区,芝三丁目西,1
港区,35.650016,139.748316,5907,港区,芝五丁目,1
港区,35.655562,139.750159,5908,港区,芝公園駅,2
港区,35.649461,139.751465,5909,港区,芝四丁目,None
港区,35.653227,139.751208,5910,港区,芝園橋,2
港区,35.639435,139.755282,5912,港区,芝浦ふ頭南,1
港区,35.640929,139.752216,5913,港区,芝浦アイランド,2
港区,35.646069,139.753349,5914,都営バス,芝浦一丁目,2
港区,35.642551,139.750219,5917,港区,芝浦三丁目,2
港区,35.635252,139.746799,5919,港区,芝浦中央公園運動場,2
港区,35.642792,139.751956,5920,港区,芝浦二丁目,2
港区,35.639625,139.747546,5923,港区,芝浦四丁目,2
港区,35.639855,139.756802,5925,都営バス,芝浦埠頭,2
港区,35.635823,139.746084,5926,都営バス,芝浦水再生センター前,2
港区,35.638486,139.750629,5927,港区,芝浦車庫,1
世田谷区,35.66646,139.608153,5929,小田急バス（株）,芦花パークゴルフ練習場,2
世田谷区,35.662568,139.607053,5930,京王バス,芦花恒春園,2
世田谷区,35.66007,139.608473,5932,京王バス,芦花高校入口,2
北区,35.745156,139.743221,5933,北区,花と森の東京病院,2
荒川区,35.741249,139.780372,5934,京成バス（株）,花の木,2
葛飾区,35.774365,139.864157,5935,京成バス（株）,花の木小学校,2
足立区,35.790048,139.822288,5937,東武バス,花保会館前,2
足立区,35.788967,139.817557,5939,東武バス,花保小学校南,2
新宿区,35.691142,139.712867,5940,都営バス,花園町,None
台東区,35.713881,139.800887,5941,都営バス,花川戸,2
