,ID,バス会社名称,路線ID,停車順番,バス停名称,路線名称,緯度,経度,市区町村名
7952,20949.0,関東バス（株）,1285.0,8.0,新井薬師口,中12/30:中野駅-中野五丁目-江古田駅[関東バス],35.714921,139.670254,中野区
8301,22215.0,関東バス（株）,1366.0,19.0,新井薬師口,池11:池袋駅-中野駅[国際興業バス/関東バス],35.714832,139.670322,中野区
7951,20948.0,関東バス（株）,1285.0,7.0,新井薬師梅照院前,中12/30:中野駅-中野五丁目-江古田駅[関東バス],35.712736,139.668509,中野区
8302,22216.0,関東バス（株）,1366.0,20.0,新井薬師梅照院前,池11:池袋駅-中野駅[国際興業バス/関東バス],35.712354,139.668913,中野区
4258,4700.0,東急バス（株）,259.0,31.0,新代田駅前,森91[東急バス],35.661507,139.660082,世田谷区
732,741.0,都営バス,42.0,25.0,新代田駅前,宿91[都営バス],35.662914,139.660517,世田谷区
2846,3276.0,都営バス,163.0,7.0,新四ツ木橋,錦37[都営バス],35.728273,139.826784,墨田区
7606,18761.0,小田急バス（株）,1152.0,22.0,新国立劇場初台駅入口,新宿駅西口-よみうりランド[小田急バス],35.681114,139.685826,渋谷区
7441,18338.0,小田急バス（株）,1126.0,37.0,新国立劇場初台駅入口,宿44(武蔵境駅-新宿駅)[小田急バス],35.681114,139.685826,渋谷区
5429,7328.0,京王バス,435.0,8.0,新国立劇場前,渋61[京王バス],35.681603,139.687286,渋谷区
5352,6124.0,渋谷区,352.0,13.0,新国立劇場前,春の小川ルート[ハチ公バス],35.681059,139.685709,渋谷区
5441,7340.0,京王バス,436.0,12.0,新国立劇場前,渋63[京王バス],35.680745,139.685994,渋谷区
1458,1886.0,都営バス,93.0,22.0,新国立劇場前,渋66[都営バス/京王バス],35.681083,139.685776,渋谷区
11846,31164.0,日の丸自動車興業,2018.0,14.0,新国際ビル,丸の内シャトル[日の丸自動車],35.67608,139.762672,千代田区
1931,2362.0,都営バス,115.0,11.0,新堀一丁目,船28[都営バス],35.702277,139.887619,江戸川区
13206,2362.0,都営バス,115.0,11.0,新堀一丁目,船28[都営バス],35.702277,139.887619,江戸川区
7059,17889.0,京成バス（株）,1094.0,13.0,新堀二丁目,篠01[京成バス],35.706038,139.891909,江戸川区
13207,17889.0,京成バス（株）,1094.0,13.0,新堀二丁目,篠01[京成バス],35.706038,139.891909,江戸川区
6923,17740.0,京成バス（株）,1084.0,11.0,新堀小学校,小76:小岩駅-瑞江駅〔二枚橋経由〕[京成バス],35.705458,139.88912,江戸川区
6845,17662.0,京成バス（株）,1081.0,12.0,新堀小学校,小76:小岩駅-葛西駅[京成バス],35.705487,139.889267,江戸川区
6871,17688.0,京成バス（株）,1082.0,12.0,新堀小学校,小76:小岩駅-瑞江駅[京成バス],35.705487,139.889267,江戸川区
6818,17635.0,京成バス（株）,1080.0,12.0,新堀小学校,小72・73・76:小岩駅-江戸川スポーツランド[京成バス],35.705487,139.889267,江戸川区
1276,1686.0,都営バス,85.0,4.0,新大久保駅前,橋63[都営バス],35.701596,139.699654,新宿区
2959,3385.0,都営バス,167.0,4.0,新大久保駅前,飯62[都営バス],35.701596,139.699654,新宿区
13208,133.0,都営バス,6.0,7.0,新大塚,上60[都営バス],35.726211,139.729547,豊島区
133,133.0,都営バス,6.0,7.0,新大塚,上60[都営バス],35.726211,139.729547,豊島区
2321,2750.0,都営バス,139.0,2.0,新大塚,都02(大塚駅前-錦糸町駅前)[都営バス],35.726584,139.729903,豊島区
11923,31238.0,文京区,2023.0,10.0,新大塚公園,目白台・小日向ルート〔シビックセンター方面〕[Bーぐる(文京区)],35.716644,139.73409,文京区
11308,27394.0,練馬区,1734.0,9.0,新大宮バイパス西,北町ルート(東武練馬駅-光が丘駅)[みどりバス],35.768731,139.650979,練馬区
13209,3033.0,都営バス,153.0,17.0,新大橋,錦11[都営バス],35.687867,139.794782,江東区
2603,3033.0,都営バス,153.0,17.0,新大橋,錦11[都営バス],35.687867,139.794782,江東区
5515,7443.0,京王バス,443.0,5.0,新宿NSビル,宿41[京王バス],35.688792,139.693216,新宿区
5532,7460.0,京王バス,444.0,3.0,新宿NSビル,宿45[京王バス],35.688792,139.693216,新宿区
681,679.0,都営バス,38.0,8.0,新宿ここ・から広場前,宿74[都営バス],35.70144,139.712749,新宿区
2963,3389.0,都営バス,167.0,8.0,新宿ここ・から広場前,飯62[都営バス],35.70144,139.712749,新宿区
1280,1690.0,都営バス,85.0,8.0,新宿ここ・から広場前,橋63[都営バス],35.70144,139.712749,新宿区
1362,1772.0,都営バス,88.0,14.0,新宿コズミックセンター前,池86〔渋谷方面〕[都営バス],35.703988,139.708628,新宿区
948,961.0,都営バス,56.0,9.0,新宿コズミックセンター前,早77[都営バス],35.703978,139.708456,新宿区
3011,3437.0,都営バス,170.0,6.0,新宿コズミックセンター前,高71[都営バス],35.703988,139.708628,新宿区
3301,3721.0,都営バス,190.0,14.0,新宿コズミックセンター前,池86〔池袋方面〕[都営バス],35.703978,139.708456,新宿区
13210,3434.0,都営バス,170.0,3.0,新宿スポーツセンター入口,高71[都営バス],35.708859,139.706021,新宿区
3008,3434.0,都営バス,170.0,3.0,新宿スポーツセンター入口,高71[都営バス],35.708859,139.706021,新宿区
5286,5945.0,京王バス,344.0,2.0,新宿センタービル・新宿野村ビル,宿32/宿35[京王バス],35.692076,139.695889,新宿区
5553,7481.0,京王バス,445.0,3.0,新宿センタービル・新宿野村ビル,宿51[京王バス],35.692076,139.695889,新宿区
5313,5989.0,京王バス,346.0,16.0,新宿センタービル・新宿野村ビル,052・050〔渋谷駅-新宿駅西口-東京八重洲〕[京王バス],35.692523,139.695152,新宿区
5498,7417.0,京王バス,442.0,2.0,新宿センタービル・新宿野村ビル,宿33[京王バス],35.692076,139.695889,新宿区
5786,9730.0,京王バス,609.0,4.0,新宿ワシントンホテル前,出入庫系統[新宿WEバス],35.687195,139.69368,新宿区
5775,9721.0,京王バス,608.0,3.0,新宿ワシントンホテル前,新宿駅西側循環[新宿WEバス],35.687089,139.693106,新宿区
5779,9725.0,京王バス,608.0,7.0,新宿ワシントンホテル新館,新宿駅西側循環[新宿WEバス],35.686367,139.693647,新宿区
1982,2413.0,都営バス,118.0,5.0,新宿一丁目,草39[都営バス],35.759821,139.858884,葛飾区
589,587.0,都営バス,29.0,33.0,新宿一丁目,品97[都営バス],35.687979,139.713141,新宿区
1801,2232.0,都営バス,109.0,41.0,新宿一丁目北,白61[都営バス],35.691378,139.710646,新宿区
13211,2232.0,都営バス,109.0,41.0,新宿一丁目北,白61[都営バス],35.691378,139.710646,新宿区
12365,31666.0,葛飾区,2048.0,3.0,新宿一里塚,有71〔新宿循環〕[レインボーかつしか(葛飾区)],35.760435,139.858699,葛飾区
5761,9353.0,京王バス,580.0,2.0,新宿三丁目,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],35.690319,139.705854,新宿区
5753,9346.0,京王バス,579.0,6.0,新宿三丁目,新宿御苑ルート[新宿WEバス],35.690612,139.706785,新宿区
591,589.0,都営バス,29.0,35.0,新宿三丁目,品97[都営バス],35.690319,139.705854,新宿区
3510,3928.0,都営バス,206.0,2.0,新宿三丁目,品97〔休日〕[都営バス],35.690607,139.706791,新宿区
590,588.0,都営バス,29.0,34.0,新宿二丁目,品97[都営バス],35.688571,139.710325,新宿区
12364,31665.0,葛飾区,2048.0,2.0,新宿二丁目,有71〔新宿循環〕[レインボーかつしか(葛飾区)],35.760785,139.856821,葛飾区
3509,3927.0,都営バス,206.0,1.0,新宿二丁目,品97〔休日〕[都営バス],35.688571,139.710325,新宿区
5760,9352.0,京王バス,580.0,1.0,新宿二丁目仲通り,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],35.68934,139.708019,新宿区
5752,9345.0,京王バス,579.0,5.0,新宿二丁目仲通り,新宿御苑ルート[新宿WEバス],35.68934,139.708019,新宿区
942,955.0,都営バス,56.0,3.0,新宿五丁目,早77[都営バス],35.692837,139.704993,新宿区
3511,3929.0,都営バス,206.0,3.0,新宿五丁目,品97〔休日〕[都営バス],35.692689,139.704196,新宿区
1802,2233.0,都営バス,109.0,42.0,新宿五丁目,白61[都営バス],35.692689,139.704196,新宿区
692,690.0,都営バス,40.0,3.0,新宿五丁目,宿75[都営バス],35.692837,139.704993,新宿区
5755,9348.0,京王バス,579.0,8.0,新宿五丁目,新宿御苑ルート[新宿WEバス],35.692794,139.703771,新宿区
676,674.0,都営バス,38.0,3.0,新宿五丁目,宿74[都営バス],35.692837,139.704993,新宿区
7143,17985.0,京成バス（株）,1099.0,9.0,新宿交通公園入口,金01出入・02出入[京成バス],35.761839,139.864601,葛飾区
13212,17985.0,京成バス（株）,1099.0,9.0,新宿交通公園入口,金01出入・02出入[京成バス],35.761839,139.864601,葛飾区
8624,23634.0,高速バス,1470.0,1.0,新宿京王プラザホテル,やまと号:新宿-奈良・五條[高速バス],35.690064,139.694827,新宿区
944,957.0,都営バス,56.0,5.0,新宿伊勢丹前,早77[都営バス],35.691516,139.705127,新宿区
1366,1776.0,都営バス,88.0,18.0,新宿伊勢丹前,池86〔渋谷方面〕[都営バス],35.691542,139.70538,新宿区
3297,3717.0,都営バス,190.0,10.0,新宿伊勢丹前,池86〔池袋方面〕[都営バス],35.691705,139.705257,新宿区
5499,7418.0,京王バス,442.0,3.0,新宿住友ビル,宿33[京王バス],35.692138,139.692166,新宿区
5287,5946.0,京王バス,344.0,3.0,新宿住友ビル,宿32/宿35[京王バス],35.692138,139.692166,新宿区
5554,7482.0,京王バス,445.0,4.0,新宿住友ビル,宿51[京王バス],35.692138,139.692166,新宿区
5312,5988.0,京王バス,346.0,15.0,新宿住友ビル,052・050〔渋谷駅-新宿駅西口-東京八重洲〕[京王バス],35.692456,139.692516,新宿区
7148,17990.0,京成バス（株）,1100.0,4.0,新宿六丁目,金01<アイリスループ>[金町駅北口-飯塚小学校入口][京成バス],35.774629,139.862094,葛飾区
7137,17979.0,京成バス（株）,1099.0,3.0,新宿六丁目南,金01出入・02出入[京成バス],35.770994,139.865181,葛飾区
13213,17979.0,京成バス（株）,1099.0,3.0,新宿六丁目南,金01出入・02出入[京成バス],35.770994,139.865181,葛飾区
3001,3427.0,都営バス,169.0,6.0,新宿区社会福祉協議会前,飯64(西早稲田-早稲田)[都営バス],35.71206,139.70758,新宿区
3488,3906.0,都営バス,204.0,6.0,新宿区社会福祉協議会前,上69(上野公園-小滝橋車庫前)[都営バス],35.712017,139.707291,新宿区
2979,3405.0,都営バス,168.0,6.0,新宿区社会福祉協議会前,飯64(小滝橋車庫前-九段下)[都営バス],35.71206,139.70758,新宿区
158,158.0,都営バス,7.0,6.0,新宿区社会福祉協議会前,上69(小滝橋車庫前-上野公園)[都営バス],35.71206,139.70758,新宿区
3468,3886.0,都営バス,203.0,6.0,新宿区社会福祉協議会前,飯64(九段下-小滝橋車庫前)[都営バス],35.712017,139.707291,新宿区
3211,3631.0,都営バス,184.0,11.0,新宿四丁目,渋88出入[都営バス],35.689241,139.70366,新宿区
3296,3716.0,都営バス,190.0,9.0,新宿四丁目,池86〔池袋方面〕[都営バス],35.689241,139.70366,新宿区
1367,1777.0,都営バス,88.0,19.0,新宿四丁目,池86〔渋谷方面〕[都営バス],35.689113,139.703778,新宿区
13214,31667.0,葛飾区,2048.0,4.0,新宿小学校南,有71〔新宿循環〕[レインボーかつしか(葛飾区)],35.762441,139.857206,葛飾区
12366,31667.0,葛飾区,2048.0,4.0,新宿小学校南,有71〔新宿循環〕[レインボーかつしか(葛飾区)],35.762441,139.857206,葛飾区
8055,21055.0,関東バス（株）,1291.0,16.0,新宿広小路,宿01/02:丸山営業所-小滝橋-新宿西口[関東バス],35.694239,139.69903,新宿区
7845,20799.0,関東バス（株）,1277.0,16.0,新宿広小路,宿08:中野駅-小滝橋-新宿駅西口[関東バス],35.694239,139.69903,新宿区
7893,20875.0,関東バス（株）,1280.0,27.0,新宿広小路,宿03/04/05/中01:野方駅-中野駅-新宿駅西口[関東バス],35.694239,139.69903,新宿区
5750,9343.0,京王バス,579.0,3.0,新宿御苑,新宿御苑ルート[新宿WEバス],35.689231,139.706874,新宿区
5316,5992.0,京王バス,346.0,19.0,新宿御苑,052・050〔渋谷駅-新宿駅西口-東京八重洲〕[京王バス],35.689231,139.706873,新宿区
7842,20796.0,関東バス（株）,1277.0,13.0,新宿消防署,宿08:中野駅-小滝橋-新宿駅西口[関東バス],35.707257,139.694483,新宿区
1274,1684.0,都営バス,85.0,2.0,新宿消防署,橋63[都営バス],35.707244,139.694485,新宿区
8052,21052.0,関東バス（株）,1291.0,13.0,新宿消防署,宿01/02:丸山営業所-小滝橋-新宿西口[関東バス],35.707257,139.694483,新宿区
2957,3383.0,都営バス,167.0,2.0,新宿消防署,飯62[都営バス],35.707244,139.694485,新宿区
8067,21067.0,関東バス（株）,1292.0,10.0,新宿消防署,百01:高田馬場駅-東中野駅西口[関東バス],35.706576,139.694929,新宿区
12450,31771.0,高速バス,2057.0,2.0,新宿西口,新宿−上高地/さわやか信州号[高速バス],35.690986,139.696936,新宿区
8057,21057.0,関東バス（株）,1291.0,18.0,新宿西口,宿01/02:丸山営業所-小滝橋-新宿西口[関東バス],35.690954,139.696843,新宿区
687,685.0,都営バス,39.0,1.0,新宿車庫前,宿74出入[都営バス],35.683494,139.687356,新宿区
3216,3636.0,都営バス,184.0,16.0,新宿車庫前,渋88出入[都営バス],35.683531,139.686948,新宿区
711,709.0,都営バス,41.0,1.0,新宿車庫前,宿75出入[都営バス],35.683494,139.687356,新宿区
5762,9354.0,京王バス,580.0,3.0,新宿追分,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],35.691142,139.703971,新宿区
592,590.0,都営バス,29.0,36.0,新宿追分,品97[都営バス],35.691142,139.703971,新宿区
716,714.0,都営バス,41.0,6.0,新宿郵便局前,宿75出入[都営バス],35.690266,139.69623,新宿区
1980,2411.0,都営バス,118.0,3.0,新宿郵便局前,草39[都営バス],35.763569,139.865444,葛飾区
8194,21944.0,関東バス（株）,1350.0,2.0,新宿駅東口,深夜急行バス〔銀座-吉祥寺〕[関東バス],35.692284,139.701123,新宿区
593,591.0,都営バス,29.0,37.0,新宿駅東口,品97[都営バス],35.692932,139.700299,新宿区
943,956.0,都営バス,56.0,4.0,新宿駅東口,早77[都営バス],35.692473,139.701331,新宿区
5763,9355.0,京王バス,580.0,4.0,新宿駅東口,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],35.693152,139.700257,新宿区
8170,21888.0,関東バス（株）,1344.0,2.0,新宿駅東口,深夜急行バス〔銀座-三鷹〕[関東バス],35.692284,139.701123,新宿区
5551,7479.0,京王バス,445.0,1.0,新宿駅西口,宿51[京王バス],35.691566,139.698393,新宿区
940,953.0,都営バス,56.0,1.0,新宿駅西口,早77[都営バス],35.691849,139.698581,新宿区
5736,9199.0,京王バス,567.0,1.0,新宿駅西口,深夜急行〔調布・府中系統〕[京王バス],35.690585,139.698779,新宿区
8351,22296.0,高速バス,1372.0,3.0,新宿駅西口,東京-秋田/フローラ号[高速バス],35.692204,139.698862,新宿区
11433,29870.0,神奈川中央交通（株）,1883.0,3.0,新宿駅西口,深夜急行〔本厚木行き〕[神奈川中央交通],35.692204,139.698862,新宿区
5735,9193.0,京王バス,566.0,1.0,新宿駅西口,深夜急行〔聖蹟桜ヶ丘・八王子系統〕[京王バス],35.690585,139.698779,新宿区
8171,21889.0,関東バス（株）,1344.0,3.0,新宿駅西口,深夜急行バス〔銀座-三鷹〕[関東バス],35.69169,139.698699,新宿区
3061,3485.0,都営バス,174.0,1.0,新宿駅西口,CH01[都営バス/京王バス],35.690963,139.698582,新宿区
8451,22900.0,高速バス,1412.0,2.0,新宿駅西口,東京-静岡/三島エクスプレス[高速バス],35.692204,139.698862,新宿区
8448,22848.0,高速バス,1411.0,2.0,新宿駅西口,新宿-御殿場-箱根[高速バス],35.692285,139.698853,新宿区
8398,22493.0,高速バス,1387.0,3.0,新宿駅西口,東京-広島/エトワールセト[高速バス],35.692204,139.698862,新宿区
6806,17574.0,高速バス,1076.0,1.0,新宿駅西口,東京都内/八王子・日野-新宿<通勤ライナー>[高速バス],35.690882,139.698114,新宿区
8502,23151.0,高速バス,1425.0,3.0,新宿駅西口,東京-高知/しまんとエクスプレス号[高速バス],35.692204,139.698862,新宿区
8056,21056.0,関東バス（株）,1291.0,17.0,新宿駅西口,宿01/02:丸山営業所-小滝橋-新宿西口[関東バス],35.69169,139.698699,新宿区
5530,7458.0,京王バス,444.0,1.0,新宿駅西口,宿45[京王バス],35.690694,139.698854,新宿区
5774,9720.0,京王バス,608.0,2.0,新宿駅西口,新宿駅西側循環[新宿WEバス],35.690585,139.698779,新宿区
7446,18343.0,小田急バス（株）,1126.0,42.0,新宿駅西口,宿44(武蔵境駅-新宿駅)[小田急バス],35.692285,139.698853,新宿区
11430,29855.0,神奈川中央交通（株）,1882.0,3.0,新宿駅西口,深夜急行〔平塚行き〕[神奈川中央交通],35.692204,139.698862,新宿区
5767,9715.0,京王バス,607.0,2.0,新宿駅西口,歌舞伎町ルート[新宿WEバス],35.690585,139.698779,新宿区
1804,2235.0,都営バス,109.0,44.0,新宿駅西口,白61[都営バス],35.691884,139.698872,新宿区
8560,23428.0,高速バス,1447.0,1.0,新宿駅西口,東京-秋田/エクスプレス鳥海号[高速バス],35.69169,139.698699,新宿区
719,717.0,都営バス,42.0,1.0,新宿駅西口,宿91[都営バス],35.691775,139.698733,新宿区
718,716.0,都営バス,41.0,8.0,新宿駅西口,宿75出入[都営バス],35.692327,139.698614,新宿区
7894,20876.0,関東バス（株）,1280.0,28.0,新宿駅西口,宿03/04/05/中01:野方駅-中野駅-新宿駅西口[関東バス],35.691682,139.698983,新宿区
8545,23346.0,高速バス,1440.0,2.0,新宿駅西口,東京-大阪/DREAMSLEEPER東京大阪号[高速バス],35.69169,139.698699,新宿区
8373,22390.0,高速バス,1378.0,3.0,新宿駅西口,東京-岐阜/パピヨン[高速バス],35.692204,139.698862,新宿区
5285,5944.0,京王バス,344.0,1.0,新宿駅西口,宿32/宿35[京王バス],35.691577,139.698645,新宿区
5314,5990.0,京王バス,346.0,17.0,新宿駅西口,052・050〔渋谷駅-新宿駅西口-東京八重洲〕[京王バス],35.691692,139.699485,新宿区
5746,9284.0,京王バス,575.0,1.0,新宿駅西口,深夜急行〔多摩センター系統〕[京王バス],35.690585,139.698779,新宿区
9639,25387.0,高速バス,1597.0,1.0,新宿駅西口,東京-千葉/新宿-木更津[高速バス],35.692285,139.698853,新宿区
3513,3931.0,都営バス,206.0,5.0,新宿駅西口,品97〔休日〕[都営バス],35.691884,139.698872,新宿区
674,672.0,都営バス,38.0,1.0,新宿駅西口,宿74[都営バス],35.692228,139.698698,新宿区
3067,3489.0,都営バス,174.0,5.0,新宿駅西口,CH01[都営バス/京王バス],35.690963,139.698582,新宿区
7611,18766.0,小田急バス（株）,1152.0,27.0,新宿駅西口,新宿駅西口-よみうりランド[小田急バス],35.692285,139.698853,新宿区
5741,9213.0,京王バス,568.0,3.0,新宿駅西口,深夜急行〔府中・国立系統〕[京王バス],35.690585,139.698779,新宿区
5511,7439.0,京王バス,443.0,1.0,新宿駅西口,宿41[京王バス],35.690694,139.698763,新宿区
3066,3489.0,都営バス,174.0,5.0,新宿駅西口,CH01[都営バス/京王バス],35.690963,139.698582,新宿区
1676,2100.0,都営バス,105.0,1.0,新宿駅西口,王78[都営バス],35.691771,139.698597,新宿区
6434,12589.0,高速バス,771.0,2.0,新宿駅西口,東京-長野/中央高速バス〔新宿-諏訪・岡谷〕[高速バス],35.690653,139.698159,新宿区
5497,7416.0,京王バス,442.0,1.0,新宿駅西口,宿33[京王バス],35.691577,139.698645,新宿区
5757,9350.0,京王バス,579.0,10.0,新宿駅西口,新宿御苑ルート[新宿WEバス],35.690585,139.698779,新宿区
8195,21945.0,関東バス（株）,1350.0,3.0,新宿駅西口,深夜急行バス〔銀座-吉祥寺〕[関東バス],35.69169,139.698699,新宿区
11774,31033.0,高速バス,2003.0,3.0,新宿駅西口,プルメリアグランデ神戸便<女性専用>[VIPライナー(高速バス)],35.691347,139.697288,新宿区
7846,20800.0,関東バス（株）,1277.0,17.0,新宿駅西口,宿08:中野駅-小滝橋-新宿駅西口[関東バス],35.691644,139.698373,新宿区
594,592.0,都営バス,29.0,38.0,新宿駅西口,品97[都営バス],35.691884,139.698872,新宿区
8541,23338.0,高速バス,1439.0,3.0,新宿駅西口,東京-高知/ブルーメッツ号[高速バス],35.692204,139.698862,新宿区
6016,10685.0,西武バス（株）,667.0,24.0,新宿駅西口,宿20他[西武バス],35.691767,139.698393,新宿区
689,687.0,都営バス,39.0,3.0,新宿駅西口,宿74出入[都営バス],35.692327,139.698614,新宿区
3062,3485.0,都営バス,174.0,1.0,新宿駅西口,CH01[都営バス/京王バス],35.690963,139.698582,新宿区
690,688.0,都営バス,40.0,1.0,新宿駅西口,宿75[都営バス],35.692228,139.698698,新宿区
5784,9728.0,京王バス,609.0,2.0,新宿駅西口,出入庫系統[新宿WEバス],35.690585,139.698779,新宿区
8444,22813.0,高速バス,1409.0,1.0,新宿駅西口〔26番・臨時〕,東京-長野/新宿-信濃大町・白馬[高速バス],35.690764,139.698133,新宿区
8407,22542.0,高速バス,1392.0,1.0,新宿駅西口〔26番・臨時〕,東京-岐阜/新宿-高山[高速バス],35.690603,139.69817,新宿区
11649,30499.0,,1944.0,2.0,新宿駅西口〔京王百貨店前〕,ヒルトン東京-新宿駅西口[シャトルバス],35.689734,139.698937,新宿区
5756,9349.0,京王バス,579.0,9.0,新宿駅西口〔小田急百貨店前〕,新宿御苑ルート[新宿WEバス],35.691692,139.699485,新宿区
5766,9714.0,京王バス,607.0,1.0,新宿駅西口〔小田急百貨店前〕,歌舞伎町ルート[新宿WEバス],35.691692,139.699485,新宿区
5765,9714.0,京王バス,607.0,1.0,新宿駅西口〔小田急百貨店前〕,歌舞伎町ルート[新宿WEバス],35.691692,139.699485,新宿区
5792,9735.0,京王バス,609.0,9.0,新宿駅西口〔小田急百貨店前〕,出入庫系統[新宿WEバス],35.691692,139.699485,新宿区
5771,9718.0,京王バス,607.0,5.0,新宿駅西口〔小田急百貨店前〕,歌舞伎町ルート[新宿WEバス],35.691692,139.699485,新宿区
5770,9718.0,京王バス,607.0,5.0,新宿駅西口〔小田急百貨店前〕,歌舞伎町ルート[新宿WEバス],35.691692,139.699485,新宿区
5764,9356.0,京王バス,580.0,5.0,新宿駅西口〔小田急百貨店前〕,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],35.691692,139.699485,新宿区
5772,9719.0,京王バス,608.0,1.0,新宿駅西口〔小田急百貨店前〕,新宿駅西側循環[新宿WEバス],35.691692,139.699485,新宿区
5782,9727.0,京王バス,609.0,1.0,新宿駅西口〔小田急百貨店前〕,出入庫系統[新宿WEバス],35.691692,139.699485,新宿区
5781,9726.0,京王バス,608.0,8.0,新宿駅西口〔小田急百貨店前〕,新宿駅西側循環[新宿WEバス],35.691692,139.699485,新宿区
5791,9735.0,京王バス,609.0,9.0,新宿駅西口〔小田急百貨店前〕,出入庫系統[新宿WEバス],35.691692,139.699485,新宿区
5783,9727.0,京王バス,609.0,1.0,新宿駅西口〔小田急百貨店前〕,出入庫系統[新宿WEバス],35.691692,139.699485,新宿区
5773,9719.0,京王バス,608.0,1.0,新宿駅西口〔小田急百貨店前〕,新宿駅西側循環[新宿WEバス],35.691692,139.699485,新宿区
5780,9726.0,京王バス,608.0,8.0,新宿駅西口〔小田急百貨店前〕,新宿駅西側循環[新宿WEバス],35.691692,139.699485,新宿区
5552,7480.0,京王バス,445.0,2.0,新宿駅西口〔明治安田生命ビル〕,宿51[京王バス],35.690653,139.69816,新宿区
5512,7440.0,京王バス,443.0,2.0,新宿駅西口〔明治安田生命ビル〕,宿41[京王バス],35.690653,139.69816,新宿区
717,715.0,都営バス,41.0,7.0,新宿駅西口中央通り,宿75出入[都営バス],35.691351,139.697679,新宿区
12023,31338.0,中央区,2030.0,2.0,新富二丁目,北循環〔中央区役所→浜町駅〕[江戸バス(中央区)],35.671259,139.775293,中央区
12093,31408.0,中央区,2033.0,14.0,新富二丁目,南循環〔勝どき駅→中央区役所〕[江戸バス(中央区)],35.671483,139.775328,中央区
12054,31369.0,中央区,2031.0,16.0,新富区民館,北循環〔浜町駅→中央区役所〕[江戸バス(中央区)],35.67359,139.774267,中央区
2611,3041.0,都営バス,153.0,25.0,新富町,錦11[都営バス],35.672135,139.773869,中央区
3448,3866.0,都営バス,200.0,11.0,新小岩一丁目,深夜12[都営バス],35.714888,139.861442,葛飾区
894,907.0,都営バス,53.0,22.0,新小岩一丁目,新小22[都営バス],35.714888,139.861442,葛飾区
868,881.0,都営バス,51.0,21.0,新小岩一丁目,新小21(西葛西駅前-新小岩駅前)[都営バス],35.714888,139.861442,葛飾区
6963,17780.0,京成バス（株）,1088.0,2.0,新小岩二丁目,新小71:新小岩駅-瑞江駅[京成バス],35.717855,139.861568,葛飾区
829,842.0,都営バス,50.0,11.0,新小岩二丁目,新小20[都営バス/京成タウンバス],35.717829,139.861481,葛飾区
934,947.0,都営バス,55.0,33.0,新小岩二丁目,新小29[都営バス],35.717576,139.861143,葛飾区
13215,18294.0,京成バス（株）,1125.0,7.0,新小岩公園,新小59[京成バス/京成タウンバス],35.716734,139.853644,葛飾区
7428,18294.0,京成バス（株）,1125.0,7.0,新小岩公園,新小59[京成バス/京成タウンバス],35.716734,139.853644,葛飾区
832,845.0,都営バス,50.0,14.0,新小岩四丁目,新小20[都営バス/京成タウンバス],35.720204,139.867258,葛飾区
6962,17779.0,京成バス（株）,1088.0,1.0,新小岩駅前,新小71:新小岩駅-瑞江駅[京成バス],35.716829,139.858828,葛飾区
869,882.0,都営バス,51.0,22.0,新小岩駅前,新小21(西葛西駅前-新小岩駅前)[都営バス],35.716626,139.858333,葛飾区
3449,3867.0,都営バス,200.0,12.0,新小岩駅前,深夜12[都営バス],35.716626,139.858333,葛飾区
895,908.0,都営バス,53.0,23.0,新小岩駅前,新小22[都営バス],35.716385,139.858295,葛飾区
828,841.0,都営バス,50.0,10.0,新小岩駅北口,新小20[都営バス/京成タウンバス],35.717869,139.85847,葛飾区
935,948.0,都営バス,55.0,34.0,新小岩駅北口,新小29[都営バス],35.718278,139.857802,葛飾区
7427,18293.0,京成バス（株）,1125.0,6.0,新小岩駅東北広場,新小59[京成バス/京成タウンバス],35.718706,139.859578,葛飾区
7168,18010.0,京成バス（株）,1102.0,1.0,新小岩駅東北広場,新小53[京成バス],35.71863,139.859317,葛飾区
7393,18252.0,京成バス（株）,1119.0,1.0,新小岩駅東北広場,新小岩駅東北広場-東京ディズニーリゾート[京成バス],35.718884,139.859317,葛飾区
11514,29994.0,京成バス（株）,1889.0,18.0,新小岩駅東北広場,細02〔外回り〕[京成バス],35.718706,139.859578,葛飾区
9654,25427.0,小湊鉄道,1604.0,4.0,新小岩駅東北広場,新小岩駅-三井アウトレットパーク木更津線[京成バス/小湊鐵道],35.718841,139.859384,葛飾区
7072,17902.0,京成バス（株）,1094.0,26.0,新小岩駅東北広場,篠01[京成バス],35.718884,139.859317,葛飾区
5585,7717.0,京王バス,463.0,9.0,新山通り,中81/中82他[京王バス],35.681383,139.669631,中野区
5542,7470.0,京王バス,444.0,13.0,新山通り,宿45[京王バス],35.68105,139.669489,中野区
5447,7346.0,京王バス,436.0,18.0,新山通り,渋63[京王バス],35.68105,139.669489,中野区
5525,7453.0,京王バス,443.0,15.0,新山通り,宿41[京王バス],35.68105,139.669489,中野区
12081,31396.0,中央区,2033.0,2.0,新島橋,南循環〔勝どき駅→中央区役所〕[江戸バス(中央区)],35.655867,139.772901,中央区
3577,3995.0,都営バス,212.0,6.0,新島橋,直行02[都営バス],35.656065,139.772714,中央区
