,ID,バス会社名称,路線ID,停車順番,バス停名称,路線名称,緯度,経度,市区町村名
12763,17888.0,京成バス（株）,1094.0,12.0,しゃくやく公園前,篠01[京成バス],35.704611,139.894339,江戸川区
7058,17888.0,京成バス（株）,1094.0,12.0,しゃくやく公園前,篠01[京成バス],35.704611,139.894339,江戸川区
12764,24760.0,東武バス,1562.0,6.0,しょうぶ沼公園,綾21:綾瀬-綾瀬署-六ツ木-綾瀬駅北口[東武バス],35.775619,139.829962,足立区
9278,24760.0,東武バス,1562.0,6.0,しょうぶ沼公園,綾21:綾瀬-綾瀬署-六ツ木-綾瀬駅北口[東武バス],35.775619,139.829962,足立区
11975,31290.0,日立自動車交通,2025.0,21.0,すいすいらんど綾瀬,[綾瀬11/綾瀬11-2/綾瀬12/綾瀬13]はるかぜ9・12号[日立自動車交通],35.770862,139.831514,足立区
12765,31290.0,日立自動車交通,2025.0,21.0,すいすいらんど綾瀬,[綾瀬11/綾瀬11-2/綾瀬12/綾瀬13]はるかぜ9・12号[日立自動車交通],35.770862,139.831514,足立区
5656,8290.0,京王バス,500.0,11.0,すきっぷ前,経02[京王バス/小田急バス],35.657349,139.625788,世田谷区
7315,18174.0,京成バス（株）,1114.0,15.0,すみだスポーツ健康センター入口,墨田区内循環バス[北東部ルート][京成バス],35.715133,139.830797,墨田区
7323,18180.0,京成バス（株）,1115.0,2.0,すみだトリフォニーホール入口,墨田区内循環バス[南部ルート][京成バス],35.697519,139.808762,墨田区
7325,18182.0,京成バス（株）,1115.0,4.0,すみだ北斎美術館前[津軽家上屋敷跡],墨田区内循環バス[南部ルート][京成バス],35.696994,139.80062,墨田区
7295,18156.0,京成バス（株）,1113.0,19.0,すみだ女性センター,墨田区内循環バス[北西部ルート][京成バス],35.712898,139.81196,墨田区
12238,31550.0,千代田区,2041.0,22.0,ちよだプラットフォームスクウェア入口,内神田ルート[風ぐるま(千代田区)],35.692346,139.760893,千代田区
12419,31720.0,台東区,2050.0,20.0,つくばエクスプレス浅草駅〔めぐりん〕,東西めぐりん〔千駄木駅-浅草駅〕[めぐりん(台東区)],35.713349,139.792519,台東区
5357,6129.0,渋谷区,352.0,18.0,つばめの里・本町東,春の小川ルート[ハチ公バス],35.687677,139.681495,渋谷区
7588,18730.0,小田急バス（株）,1151.0,8.0,つりがね池公園,祖師谷・成城地域循環[小田急バス],35.652885,139.604845,世田谷区
12,12.0,都営バス,1.0,13.0,とうきょうスカイツリー駅入口,上23(上野松坂屋前-平井駅前)[都営バス],35.70897,139.809239,墨田区
2507,2936.0,都営バス,148.0,16.0,とうきょうスカイツリー駅入口,都08[都営バス],35.70897,139.809239,墨田区
2949,3375.0,都営バス,166.0,27.0,とうきょうスカイツリー駅入口,門33[都営バス],35.70897,139.809239,墨田区
1255,1665.0,都営バス,82.0,41.0,とうきょうスカイツリー駅前,業10(新橋-とうきょうスカイツリー駅前)[都営バス],35.710019,139.808381,墨田区
7296,18157.0,京成バス（株）,1113.0,20.0,とうきょうスカイツリー駅前,墨田区内循環バス[北西部ルート][京成バス],35.710115,139.808591,墨田区
3431,3849.0,都営バス,199.0,17.0,とうきょうスカイツリー駅前,錦40[都営バス],35.7101,139.808597,墨田区
57,57.0,都営バス,3.0,9.0,とうきょうスカイツリー駅前,上26[都営バス],35.710019,139.808381,墨田区
11235,27305.0,国際興業（株）,1727.0,4.0,ときわ台駅,ミッドナイトアロー成増・朝霞台[国際興業バス],35.75912,139.689547,板橋区
11381,27461.0,国際興業（株）,1738.0,1.0,ときわ台駅,常01:ときわ台-志村三丁目駅[国際興業バス],35.759177,139.68875,板橋区
11153,27216.0,国際興業（株）,1718.0,18.0,ときわ台駅,赤93/96:赤羽車庫-ときわ台駅・桐ヶ丘[国際興業バス],35.75912,139.689547,板橋区
10903,26955.0,国際興業（株）,1706.0,6.0,ときわ台駅,王54/54-2:王子駅-上板橋駅[国際興業バス],35.759216,139.689541,板橋区
11227,27289.0,国際興業（株）,1726.0,4.0,ときわ台駅,ミッドナイトアロー朝霞台・新座[国際興業バス],35.75912,139.689547,板橋区
11135,27198.0,国際興業（株）,1717.0,19.0,ときわ台駅,赤53:赤羽駅-ときわ台駅[国際興業バス],35.75912,139.689547,板橋区
10811,26853.0,国際興業（株）,1701.0,11.0,ときわ台駅入口,光01/02/04:光が丘駅-練馬北町車庫-池袋駅[国際興業バス],35.756151,139.686157,板橋区
12766,26853.0,国際興業（株）,1701.0,11.0,ときわ台駅入口,光01/02/04:光が丘駅-練馬北町車庫-池袋駅[国際興業バス],35.756151,139.686157,板橋区
7451,18544.0,小田急バス（株）,1139.0,5.0,ときわ橋,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.675265,139.592539,世田谷区
12767,18544.0,小田急バス（株）,1139.0,5.0,ときわ橋,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.675265,139.592539,世田谷区
2138,2569.0,都営バス,123.0,1.0,とげぬき地蔵前,草64(とげぬき地蔵前-滝野川三丁目)[都営バス],35.735077,139.736579,豊島区
2071,2502.0,都営バス,121.0,11.0,とげぬき地蔵前,草63[都営バス],35.735214,139.736841,豊島区
7307,18166.0,京成バス（株）,1114.0,7.0,とらばし児童遊園,墨田区内循環バス[北東部ルート][京成バス],35.715085,139.819766,墨田区
7392,18251.0,京成バス（株）,1118.0,3.0,とらばし児童遊園,墨田区内循環バス[北東部ルート(八広駅方面)][京成バス],35.715085,139.819766,墨田区
9374,24875.0,東武バス,1568.0,15.0,なかよし通り,有26・有27:西水元循環(亀有-西水元三)[東武バス],35.787323,139.850536,葛飾区
7129,17971.0,京成バス（株）,1098.0,14.0,なかよし通り,金62[京成バス],35.787127,139.850429,葛飾区
9629,25349.0,東武バス,1593.0,19.0,なかよし通り,深夜39:綾瀬-西水元六丁目-葛飾車庫[東武バス],35.787323,139.850536,葛飾区
9391,24890.0,東武バス,1569.0,10.0,なかよし通り,有26・有27:西水元循環(西水元三-亀有)[東武バス],35.787323,139.850536,葛飾区
2193,2624.0,都営バス,126.0,18.0,なぎさニュータウン,葛西24[都営バス],35.647015,139.879375,江戸川区
3137,3559.0,都営バス,179.0,10.0,なぎさニュータウン,深夜03[都営バス],35.647015,139.879375,江戸川区
2154,2585.0,都営バス,124.0,9.0,なぎさニュータウン,葛西21[都営バス],35.647415,139.879757,江戸川区
347,347.0,都営バス,15.0,1.0,なぎさニュータウン,亀29[都営バス],35.646968,139.879705,江戸川区
2244,2675.0,都営バス,131.0,23.0,なぎさニュータウン,西葛26[都営バス],35.646188,139.879608,江戸川区
2221,2652.0,都営バス,130.0,10.0,なぎさニュータウン,西葛20甲[都営バス],35.647015,139.879375,江戸川区
7138,17980.0,京成バス（株）,1099.0,4.0,にいじゅくみらい公園,金01出入・02出入[京成バス],35.772817,139.862953,葛飾区
12768,17980.0,京成バス（株）,1099.0,4.0,にいじゅくみらい公園,金01出入・02出入[京成バス],35.772817,139.862953,葛飾区
7140,17982.0,京成バス（株）,1099.0,6.0,にいじゅくみらい公園南,金01出入・02出入[京成バス],35.770262,139.862558,葛飾区
12769,17982.0,京成バス（株）,1099.0,6.0,にいじゅくみらい公園南,金01出入・02出入[京成バス],35.770262,139.862558,葛飾区
12770,5762.0,渋谷区,329.0,15.0,はぁとぴあ原宿入口,神宮の杜ルート[ハチ公バス],35.672531,139.710721,渋谷区
5258,5762.0,渋谷区,329.0,15.0,はぁとぴあ原宿入口,神宮の杜ルート[ハチ公バス],35.672531,139.710721,渋谷区
4790,5240.0,東急バス（株）,295.0,11.0,はちまん橋,タマリバーバス〔等01 玉堤循環〕[東急バス],35.599048,139.654599,世田谷区
5712,9125.0,渋谷区,561.0,5.0,はつらつセンター富ヶ谷,丘を越えてルート〔渋谷方面〕[ハチ公バス],35.664144,139.685095,渋谷区
7233,18073.0,京成バス（株）,1105.0,6.0,はなしょうぶ園,金63[金町駅-はなしょうぶ園-水元かわせみの里][京成バス],35.78189,139.869835,葛飾区
78,78.0,都営バス,4.0,5.0,はなみずき通り中央,上46[都営バス],35.738355,139.809051,荒川区
3419,3837.0,都営バス,199.0,5.0,はなみずき通り中央,錦40[都営バス],35.738355,139.809051,荒川区
11342,27422.0,練馬区,1735.0,24.0,はやいち公園,氷川台ルート[みどりバス],35.753208,139.656614,練馬区
8832,24254.0,東武バス,1530.0,6.0,はんの木橋,竹03・竹07:竹の塚-見沼代・江戸袋循環[東武バス],35.805075,139.779867,足立区
8793,24215.0,東武バス,1528.0,6.0,はんの木橋,竹01:入谷循環[東武バス],35.805075,139.779867,足立区
8863,24325.0,東武バス,1534.0,6.0,はんの木橋,竹08:放射11号循環[東武バス],35.805063,139.780164,足立区
8811,24233.0,東武バス,1529.0,6.0,はんの木橋,竹02:入谷舎人循環[東武バス],35.805075,139.779867,足立区
4777,5228.0,東急バス（株）,294.0,9.0,ひまわり荘,用22[東急バス],35.632872,139.625995,世田谷区
12771,5228.0,東急バス（株）,294.0,9.0,ひまわり荘,用22[東急バス],35.632872,139.625995,世田谷区
6112,11022.0,西武バス（株）,684.0,4.0,びくに公園入口,泉38/38-3[西武バス],35.755469,139.596027,練馬区
12301,31607.0,葛飾区,2045.0,2.0,ふくろう堂,綾瀬駅→小菅駅→綾瀬駅[さくら(葛飾区)],35.761797,139.821246,足立区
12772,17966.0,京成バス（株）,1098.0,9.0,ふれあいの家,金62[京成バス],35.783067,139.860332,葛飾区
7124,17966.0,京成バス（株）,1098.0,9.0,ふれあいの家,金62[京成バス],35.783067,139.860332,葛飾区
7584,18726.0,小田急バス（株）,1151.0,4.0,ふれあい遊歩道,祖師谷・成城地域循環[小田急バス],35.648514,139.608287,世田谷区
2648,3078.0,都営バス,155.0,2.0,ほっとプラザはるみ前,錦13(晴海埠頭-深川車庫前)[都営バス],35.651129,139.775141,中央区
2615,3045.0,都営バス,154.0,2.0,ほっとプラザはるみ前,錦13(晴海埠頭-錦糸町駅前)[都営バス],35.651129,139.775141,中央区
2428,2857.0,都営バス,144.0,15.0,ほっとプラザはるみ前,都05-1[都営バス],35.650785,139.775558,中央区
2397,2826.0,都営バス,142.0,23.0,ほっとプラザはるみ前,都03[都営バス],35.650785,139.775558,中央区
2994,3420.0,都営バス,168.0,21.0,まないた橋,飯64(小滝橋車庫前-九段下)[都営バス],35.696201,139.752947,千代田区
8215,22088.0,関東バス（株）,1358.0,8.0,みつわ通り,若宮大和循環線[関東バス],35.718243,139.645068,中野区
7335,18192.0,京成バス（株）,1115.0,14.0,みどりコミュニティセンター,墨田区内循環バス[南部ルート][京成バス],35.692868,139.803023,墨田区
608,606.0,都営バス,30.0,14.0,みなとが丘ふ頭公園前,品98[都営バス],35.595381,139.764652,品川区
411,411.0,都営バス,19.0,11.0,みなとが丘ふ頭公園前,井98[都営バス],35.595381,139.764652,品川区
5609,7742.0,京王バス,464.0,18.0,みなとっぷ21,中83[京王バス],35.682615,139.66183,中野区
6644,13288.0,港区,818.0,24.0,みなとパーク芝浦,芝ルート[ちぃばす],35.6469,139.751447,港区
6721,13357.0,港区,823.0,3.0,みなとパーク芝浦,芝浦港南ルート(田町-芝浦ふ頭)[ちぃばす],35.6469,139.751447,港区
1512,1940.0,都営バス,95.0,22.0,みやぎ水再生センター前,王40(池袋駅東口-西新井駅前)[都営バス],35.759876,139.753023,足立区
12672,33266.0,足立区,2152.0,4.0,みやぎ水再生センター前,[宮03]はるかぜ8号〔北千住駅方面〕[新日本観光自動車],35.760514,139.75363,足立区
1550,1977.0,都営バス,98.0,8.0,みやぎ水再生センター前,王40〔宮城循環〕[都営バス],35.759876,139.753023,足立区
4023,4469.0,東急バス（株）,247.0,4.0,めぐろ区民キャンパス,多摩01[東急バス],35.622262,139.672729,目黒区
4928,5377.0,東急バス（株）,303.0,2.0,めぐろ区民キャンパス,都立01[東急バス],35.622262,139.672729,目黒区
4060,4506.0,東急バス（株）,248.0,18.0,めぐろ区民キャンパス,都立34/都立35[東急バス],35.622973,139.673433,目黒区
5032,5481.0,東急バス（株）,308.0,13.0,めぐろ区民キャンパス,黒07[東急バス],35.621832,139.673742,目黒区
12773,11058.0,西武バス（株）,686.0,8.0,もみじ山,泉39他[西武バス],35.767092,139.601834,練馬区
6148,11058.0,西武バス（株）,686.0,8.0,もみじ山,泉39他[西武バス],35.767092,139.601834,練馬区
7835,20789.0,関東バス（株）,1277.0,6.0,もみじ山通り,宿08:中野駅-小滝橋-新宿駅西口[関東バス],35.709099,139.67357,中野区
12774,20789.0,関東バス（株）,1277.0,6.0,もみじ山通り,宿08:中野駅-小滝橋-新宿駅西口[関東バス],35.709099,139.67357,中野区
12690,33284.0,足立区,2153.0,6.0,やっちゃば緑道,[千01]はるかぜ5号〔千住中居町方面〕[新日本観光自動車],35.741229,139.801186,足立区
12775,5164.0,東急バス（株）,289.0,10.0,やのはし,玉31/玉32他[東急バス],35.622236,139.621246,世田谷区
4713,5164.0,東急バス（株）,289.0,10.0,やのはし,玉31/玉32他[東急バス],35.622236,139.621246,世田谷区
7209,18050.0,京成バス（株）,1103.0,15.0,ゆいの森あらかわ,さくら[南千01/南千02][京成バス],35.739542,139.784269,荒川区
12776,31307.0,日立自動車交通,2026.0,8.0,ゆうあいの郷・扇,[西51]はるかぜ10号[日立自動車交通],35.767316,139.774593,足立区
11992,31307.0,日立自動車交通,2026.0,8.0,ゆうあいの郷・扇,[西51]はるかぜ10号[日立自動車交通],35.767316,139.774593,足立区
1990,2421.0,都営バス,118.0,13.0,よつぎ小学校前,草39[都営バス],35.736099,139.834953,葛飾区
2843,3273.0,都営バス,163.0,4.0,よつぎ小学校前,錦37[都営バス],35.736099,139.834953,葛飾区
34,34.0,都営バス,2.0,4.0,よつぎ小学校前,上23(青戸車庫前-東墨田会館)[都営バス],35.736099,139.834953,葛飾区
527,527.0,都営バス,26.0,6.0,りんかい線天王洲アイル駅前,品96乙[都営バス],35.62002,139.750915,品川区
11932,31247.0,文京区,2023.0,19.0,アカデミー音羽,目白台・小日向ルート〔シビックセンター方面〕[Bーぐる(文京区)],35.719889,139.725754,文京区
6799,13427.0,高速バス,831.0,3.0,アクアシティお台場,水陸両用バス TOKYO NO KABA[フジエクスプレス],35.628106,139.773291,港区
6797,13425.0,高速バス,831.0,1.0,アクアシティお台場〔水陸両用バス〕,水陸両用バス TOKYO NO KABA[フジエクスプレス],35.628106,139.773291,港区
12666,33260.0,足立区,2151.0,18.0,アクアステージ入口,[宮03]はるかぜ8号〔江南公園方面〕[新日本観光自動車],35.755981,139.758914,足立区
12777,18041.0,京成バス（株）,1103.0,6.0,アクロシティ,さくら[南千01/南千02][京成バス],35.740608,139.79038,荒川区
7200,18041.0,京成バス（株）,1103.0,6.0,アクロシティ,さくら[南千01/南千02][京成バス],35.740608,139.79038,荒川区
7208,18049.0,京成バス（株）,1103.0,14.0,アクロスあらかわ,さくら[南千01/南千02][京成バス],35.740639,139.783325,荒川区
7404,18265.0,京成バス（株）,1121.0,2.0,アンダーズ東京,虎ノ門ヒルズ→羽田空港[京成バス],35.667044,139.749431,港区
7411,18272.0,京成バス（株）,1122.0,4.0,アンダーズ東京,羽田空港→虎ノ門ヒルズ[京成バス],35.667044,139.749431,港区
12205,31519.0,千代田区,2040.0,17.0,アーツ千代田3331,秋葉原ルート[風ぐるま(千代田区)],35.703992,139.771665,千代田区
11996,31311.0,葛飾区,2027.0,1.0,ウエルピアかつしか,有71・有72[レインボーかつしか(葛飾区)],35.743967,139.835155,葛飾区
12380,31681.0,葛飾区,2048.0,18.0,ウエルピアかつしか,有71〔新宿循環〕[レインボーかつしか(葛飾区)],35.743967,139.835155,葛飾区
12554,32598.0,JRバス関東（株）,2102.0,2.0,ウォーターズ竹芝,無料循環水素シャトルバス[JRバス関東],35.655679,139.76272,港区
